,character,actress/actor,gender,title_of_movie,genre1,genre2,genre3,release_date,budget,voting,original_language
11307,Janina's Husband,Ronan Vibert,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11308,Marek Gębczyński,Krzysztof Pieczyński,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11309,Neighbour,Katarzyna Figura,1.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11310,Dorota's Husband,Valentine Pelka,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11311,Szalas,Andrew Tiernan,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11312,Dr. Luczak,Tom Strauss,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11313,Lednicki,Cezary Kosinski,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11314,Polish Workman,Paweł Burczyk,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11315,Polish Woman,Nina Franoszek,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11316,Polish Officer,John Keogh,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11317,Schutzpolizei,Rafał Mohr,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11318,Prisoner,Andrzej Pieczynski,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11319,Girl,Morgane Polanski,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11320,Other part,Grzegorz Artman,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11321,Other part,Adam Bauman,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11322,Other part,Andrzej Szenajch,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11323,Other Part,Zbigniew Dziduch,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11324,Other part,Marian Dziędziel,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11325,Other part,Jerzy Góralczyk,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11326,Other part,Jaroslaw Kopaczewski,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11327,Other part,Patrick Lanagan,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11328,Other part,Dorota Liliental,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11329,Other part,Norbert Rakowski,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11330,Other part,Piotr Siejka,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11331,Other part,Tomasz Tyndyk,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11332,Other part,Andrzej Walden,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11333,Other  part,Zbigniew Walerys,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11334,Other part,Maciej Winkler,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11335,Other Part,Tadeusz Wojtych,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11336,Other part,Andrzej Zieliński,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11337,Man in Ghetto (uncredited),Paweł Małaszyński,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11338,German Soldier - Rummage Bags (uncredited),Axel Prahl,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11339,Young Gestapo (uncredited),Borys Szyc,2.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11340,Soldier (uncredited),Rafał Dajbor,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11341,Piano Buyer (uncredited),Adrian Hood,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11342,Jew Working on the Bulding Site (uncredited),Ryszard Kluge,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11343,SS Officer (uncredited),Maciej Kowalewski,0.0,The Pianist,Drama,War,,2002-09-24,35000000.0,8.1,en
11344,Rupert Pupkin,Robert De Niro,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11345,Jerry Langford,Jerry Lewis,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11346,Rita Keane,Diahnne Abbott,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11347,Masha,Sandra Bernhard,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11348,Cathy Long,Shelley Hack,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11349,Rupert's Mom,Catherine Scorsese,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11350,Dolores,Cathy Scorsese,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11351,Raymond Wirtz,Ralph Monaco,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11352,Bert Thomas,Frederick de Cordova,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11353,Giardello,Ray Dittrich,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11354,Captain Burke,Richard Dioguardi,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11355,Wilson Crockett,Edgar J. Scherick,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11356,Himself,Ed Herlihy,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11357,Band Leader,Lou Brown,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11358,Himself,Tony Randall,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11359,Himself,Victor Borge,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11360,Herself,Joyce Brothers,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11361,Herself,Liza Minnelli,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11362,TV Director,Martin Scorsese,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11363,Stage Door Fan,Loretta Tupper,1.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11364,Stage Door Fan,Peter Potulski,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11365,Stage Door Fan,Vinnie Gonzales,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11366,Stage Door Guard,Whitey Ryan,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11367,Chauffeur,Doc Lawless,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11368,First Man at Bar,Charles Scorsese,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11369,Second Man at Bar,Mardik Martin,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11370,Jonno,Kim Chan,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11371,Street Scum,Joe Strummer,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11372,Street Scum,Ellen Foley,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11373,Street Scum,Paul Simonon,2.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11374,Plainclothesman,Tony Devon,0.0,The King of Comedy,Comedy,Drama,,1982-12-18,20000000.0,7.6,en
11375,Chuck Barris,Sam Rockwell,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11376,Penny,Drew Barrymore,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11377,Patricia Watson,Julia Roberts,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11378,Keeler,Rutger Hauer,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11379,"Brad, 1st Bachelor",Brad Pitt,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11380,"Matt, 2nd Bachelor",Matt Damon,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11381,CIA Agent Jim Byrd,George Clooney,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11382,Larry Goldberg,Jerry Weintraub,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11383,Debbie,Maggie Gyllenhaal,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11384,Chuck,Michael Cera,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11385,Simon Oliver,Michael Ensign,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11386,Georgia,Jennifer Hall,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11387,Freddie Cannon,David Julian Hirsh,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11388,"Tuvia, Age 25",Rachelle Lefevre,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11389,Barfly,Sean Tucker,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11390,Georgia's Girlfriend,Ilona Elkin,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11391,Gong Show Model,Andy Quesnel,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11392,Pretty Woman,Krista Allen,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11393,Herself,Jaye P. Morgan,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11394,Himself,Dick Clark,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11395,J. Sweeney,Michelle Sweeney,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11396,Headset Woman,Anna Silk,1.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11397,Casting Executive Man,Richard Kind,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11398,Dating Game Director,Steve Adams,2.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11399,L.A. Bartender,Dino Tosques,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11400,Monica (uncredited),Linda Tomassone,0.0,Confessions of a Dangerous Mind,Comedy,Crime,Drama,2002-12-30,30000000.0,6.6,en
11401,Paul,Vincent Lindon,2.0,Chaos,Drama,,,2001-10-03,0.0,6.1,fr
11402,Hélène,Catherine Frot,1.0,Chaos,Drama,,,2001-10-03,0.0,6.1,fr
11403,Malika,Rachida Brakni,0.0,Chaos,Drama,,,2001-10-03,0.0,6.1,fr
11404,Mamie,Line Renaud,1.0,Chaos,Drama,,,2001-10-03,0.0,6.1,fr
11405,Clear Rivers,Ali Larter,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11406,Kimberly Corman,A.J. Cook,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11407,Officer Thomas Burke,Michael Landes,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11408,Evan Lewis,David Paetkau,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11409,Tim Carpenter,James Kirk,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11410,Nora Carpenter,Lynda Boyd,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11411,Kat,Keegan Connor Tracy,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11412,Rory,Jonathan Cherry,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11413,Eugene Dix,Terrence 'T.C.' Carson,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11414,Isabella Hudson,Justina Machado,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11415,William Bludworth,Tony Todd,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11416,Shaina,Sarah Carter,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11417,Dano,Alejandro Rae,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11418,Frankie,Shaun Sipos,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11419,Mr. Corman,Andrew Airlie,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11420,Administrator,Christina Jastrzembska,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11421,Anesthesiologist,Eileen Pedde,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11422,Anchorwoman,Jill Krop,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11423,Anchorman,Marrett Green,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11424,Biker,Don Bell,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11425,Biker's Girlfriend,Odessa Munroe,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11426,Brian Gibbons,Noel Fisher,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11427,Dental Receptionist,Benita Ha,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11428,Deputy Steve,Aaron Douglas,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11429,Detective Suby,Eric Keenleyside,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11430,Dr. Kalarjian,Enid-Raye Adams,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11431,Dr. Lees,Fred Henderson,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11432,Man in Elevator,Darcy Laurie,0.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11433,Man with Hooks,John R. Taylor,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11434,Mr. Gibbons,Alf Humphreys,2.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11435,Mrs. Gibbons,Chilton Crane,1.0,Final Destination 2,Horror,Mystery,,2003-01-31,26000000.0,5.9,en
11436,David Gale,Kevin Spacey,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11437,Bitsey Bloom,Kate Winslet,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11438,Constance Hallaway,Laura Linney,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11439,Zack Stemmons,Gabriel Mann,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11440,Berlin,Rhona Mitra,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11441,Dusty Wright,Matt Craven,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11442,Nico the Goth Girl,Melissa McCarthy,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11443,Barbara Kreuster,Cleo King,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11444,Joe Mullarkey,Lee Ritchey,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11445,Motel Waitress,Brandy Little,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11446,Duke Grover,Jim Beaver,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11447,Braxton Belyeu,Leon Rippy,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11448,Supervising Guard,Jesse De Luna,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11449,Door Guard,Vernon Grote,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11450,Jo Edna the Babysitter,Larissa Wolcott,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11451,Ross,Sean Hennigan,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11452,John,Charles Sanders,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11453,TV Host,Marco Perella,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11454,Governor Hardin,Michael Crabtree,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11455,Officer Ramirez,Julio Cedillo,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11456,Officer Hasermann,Christopher Meister,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11457,University President,Cliff Stephens,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11458,DeathWatch Chief / TV Reporter,James Huston,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11459,Hospital Orderly,Chris Warner,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11460,New Homeowner,Julia Lashae,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11461,Inmate Cook,Matthew Posey,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11462,Warden,Lynn Mathis,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11463,Bullhorn Protester,Robert Lott,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11464,Bullhorn Protester,Mark Voges,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11465,Bullhorn Protester,Katherine Willis,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11466,Sharon's Maid,Amparo Moreno,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11467,Liú,Janis Kelly,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11468,TV Reporter,Barbara Petricini-Buxton,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11469,TV Reporter,Asia De Marcos,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11470,TV Reporter,Amparo García,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11471,TV Reporter,Kirk Sisco,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11472,TV Reporter,Cassandra L. Small,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11473,TV Reporter,Oliver Tull,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11474,Interviewee,George Haynes,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11475,Interviewee,Kathy Lamkin,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11476,Reporter A.J. Roberts,Constance Jones,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11477,Margie,Cindy Waite,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11478,Grad Student,Kimberly Tortorice,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11479,Berlin's Classmate,Katie Lott,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11480,Jamie,Noah Truesdale,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11481,Greer,Chuck Cureau,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11482,TV Assistant Director,Mike Fontaine,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11483,Sharon Gale,Elizabeth Gast,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11484,Radio Shed Executive,Chris Drewy,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11485,Josh,Jeff Gibbs,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11486,Rosie,Katina Potts,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11487,Beth,Katherine James,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11488,Constance's Doctor,Cindy Michelle,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11489,College Girl,Jennifer Dorsey,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11490,Belyeu's Clerk,Maurice Moore,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11491,Belyeu's Assistant,Brenda Sendejo,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11492,Section 1835 Guard,Rick Morrow,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11493,TV Soprano,Julia Kay-Laskowski,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11494,TV Tenor,Donald Braswell,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11495,Chaplain,Jack Gould,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11496,Photographer,Jack Watkins,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11497,Religious Woman,Gwyn Little,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11498,News Cameraman,Patrick Fries,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11499,Barcelona Neighbor,Pilar Ferreiro,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11500,Mail Girl,Claudia Parker,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11501,Guillermo,Joan Gispert,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11502,Timur,Mark Richardson,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11503,Calaf,Justin Lavender,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11504,TV Reporter,David Dahl,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11505,TV Reporter,Catenya McHenry,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11506,TV Reporter,Brian Orr,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11507,TV Reporter,Michelle Valen,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11508,TV Reporter,Tanya Zieger,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11509,Interviewee,Nick Dawson,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11510,Interviewee,Steve Flanagin,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11511,Interviewee,Evelyn Lindsey,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11512,Interviewee,T.J. McFarland,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11513,Protestor (uncredited),Deborah Abbott,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11514,Traveler (uncredited),Stacy Lynn Austin,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11515,Concerned Man (uncredited),Jerry M. Barker,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11516,Protestor / Prison Inmate (uncredited),Johnny Bartee,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11517,Businessman (uncredited),Richard R. Bartholomew,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11518,Texas Governor's Aide (uncredited),Keith Bright,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11519,College Student (uncredited),Ryan Brooks,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11520,Flight Attendant (uncredited),Pei-San Brown,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11521,Dayplayer (uncredited),Dian Childs,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11522,Party Girl (uncredited),Starla Christian,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11523,College Professor (uncredited),Peter Cornwell,2.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11524,College Student / Activist (uncredited),Wade Couturiaux,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11525,Student (uncredited),Steve Crawford,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11526,Protestor (uncredited),Constance Dasse,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11527,College Student (uncredited),Matthew J. Dunn,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11528,State Trooper / Lunch Patron (uncredited),Ken Edwards,0.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
11529,Reporter (uncredited),Nikki Folsom,1.0,The Life of David Gale,Drama,Thriller,Crime,2003-02-21,50000000.0,7.3,en
